dayRow,date,site,appName,id,userRatingCount,userRatingCountForCurrentVersion,averageUserRating,averageUserRatingForCurrentVersion,currentVersionReleaseDate,version,fileSizeBytes,releaseDate,releaseNotes,appId
"1",2024-01-12 16:32:38.153214,"Mayo Clinic","Mayo Clinic","bhDeRs2WOmNouNsBaXu8i22i2VTnda",2399,2399,3.34181,3.34181,"2023-12-14T18:58:43Z","11.0","144625664","2012-05-14T07:00:00Z",NA,523220194
"2",2024-01-12 16:32:38.153214,"Cleveland Clinic","MyClevelandClinic®","EjY95TL6hUzM5teegPJFz4d04pSBrQ",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-01-12 16:32:38.153214,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","xMzFv3tuo1I4p5L2E6DwiXGhsvkJeY",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-01-12 16:32:38.153214,"Mount Sinai","MyMountSinai","I0QbEEZSlVGxYkyDRq2dcXdrJrsWxa",2349,2349,4.39208,4.39208,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-01-12 16:32:38.153214,"Penn Medicine","myPennMedicine","zDyuIbBTLK9hg20L3nOd3Qtgr31u1I",2147,2147,4.69539,4.69539,"2023-10-10T19:57:03Z","10.6.3","134878208","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-01-12 16:32:38.153214,"Cedars-Sinai","Cedars-Sinai","jS8DgJS5xxPDDBvZyIaCAjGcPE1AJT",46693,46693,4.81216,4.81216,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-01-12 16:32:38.153214,"Houston Methodist","MyMethodist","HcM3TchmGqu8U9k0UOtfDEslQQAa88",1671,1671,4.45542,4.45542,"2023-09-26T14:17:16Z","2.1.2","269273088","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-01-12 16:32:38.153214,"NYU Langone Health","NYU Langone Health","SS6PRXmqt1aa8maGsP9yrHEcBNjuvE",15010,15010,4.63038,4.63038,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-01-12 16:32:38.153214,"Stanford Health Care","Stanford Health Care MyHealth","B9XBFxoV5hpBNqHf5OIPDHkdDwx6W3",1011,1011,3.81899,3.81899,"2024-01-08T13:18:55Z","9.5","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-01-12 16:32:38.153214,"Northwestern Medicine","MyNM by Northwestern Medicine","LqU1rfZiQench1bC5QqB5YPffgb3Xa",1404,1404,2.82336,2.82336,"2023-10-06T14:38:18Z","1.26.0","125953024","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-01-12 16:32:38.153214,"New York - Presbyterian","NYP Connect","fceqWdtMbpLcb5CIqRabDpAy0RWd6x",149,149,4.35569,4.35569,"2023-12-15T13:52:02Z","4.30","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-01-12 16:32:38.153214,"Rush University Medical Center","My RUSH Mobile","CnryCeoaA7FDkZ2dyJZ6JG5aB6CYhd",7645,7645,4.72505,4.72505,"2023-12-13T15:55:58Z","3.15.1","124710912","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-01-12 16:32:38.153214,"University of Michigan Health","MyUofMHealth","c2d3wxDqx3KNUIMNXJbp0uZzh6e7KJ",1580,1580,4.60316,4.60316,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-01-12 16:32:38.153214,"Mass General Brigham, Inc","Patient Gateway","8O0PZ2VIpz5ZAuVjocWn68bxIACLz5",458,458,2.69651,2.69651,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-01-12 16:32:38.153214,"Vanderbilt University Medical Center","My Health at Vanderbilt","5E60cWtjxPUnC28qT1EE2VtsBnAwbk",4261,4261,4.75194,4.75194,"2023-10-05T16:01:18Z","10.6.3","137094144","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-01-12 16:32:38.153214,"Epic","MyChart","HUfnf7dFNkchDisyOtd6dBDMvzfQ0s",285400,285400,4.59518,4.59518,"2023-12-18T17:30:54Z","10.7.2","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-01-12 16:32:38.153214,"Kaiser Permanente","Kaiser Permanente","iyHSf33oEZ5LbN9cnGA5XXE821GMSw",284278,284278,4.75957,4.75957,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
"18",2024-01-12 16:32:38.153214,"Primary Care On Demand Wis.","Primary Care On Demand Wis.","BvLwe7iZ4SLMzuVuFRgyu0QfFHW3es",43,43,4.83721,4.83721,"2023-12-22T11:12:25Z","4.154.18","192529408","2023-09-14T07:00:00Z",NA,6462700069
"1",2024-01-13 10:05:47.920893,"Mayo Clinic","Mayo Clinic","218DAL34vlm7KbCOIIWj6f8BThQ3IL",2399,2399,3.34181,3.34181,"2023-12-14T18:58:43Z","11.0","144625664","2012-05-14T07:00:00Z",NA,523220194
"2",2024-01-13 10:05:47.920893,"Cleveland Clinic","MyClevelandClinic®","VtaAVRsgmVNvPWK6JiT4ZV9O07o5lj",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-01-13 10:05:47.920893,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","YlTkcadznVeRw4gDFMh89NprhRrOjE",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-01-13 10:05:47.920893,"Mount Sinai","MyMountSinai","ggcHmB7miqt5Vy8fvPJFjKJMkyNX85",2354,2354,4.39252,4.39252,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-01-13 10:05:47.920893,"Penn Medicine","myPennMedicine","1TV5AG2CWw2RQlAaZDKO53iRT3pzJL",2147,2147,4.69539,4.69539,"2023-10-10T19:57:03Z","10.6.3","134878208","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-01-13 10:05:47.920893,"Cedars-Sinai","Cedars-Sinai","iy2nBLyXLojDGmjVwz6A96hcAJV4r4",46693,46693,4.81216,4.81216,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-01-13 10:05:47.920893,"Houston Methodist","MyMethodist","cPHcoGI5O8X4Nr1Hng7JdKWN3GkTci",1671,1671,4.45542,4.45542,"2023-09-26T14:17:16Z","2.1.2","269273088","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-01-13 10:05:47.920893,"NYU Langone Health","NYU Langone Health","lxI08Sp3Ipg1OQzvVQtiTSFXjjy2eW",15010,15010,4.63038,4.63038,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-01-13 10:05:47.920893,"Stanford Health Care","Stanford Health Care MyHealth","cYoXYKIPutu7OmNIkCltR1IGwarqH1",1011,1011,3.81899,3.81899,"2024-01-08T13:18:55Z","9.5","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-01-13 10:05:47.920893,"Northwestern Medicine","MyNM by Northwestern Medicine","K0Xe2mMFP3DH6vIKrw54nYl0p42DTp",1404,1404,2.82336,2.82336,"2023-10-06T14:38:18Z","1.26.0","125953024","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-01-13 10:05:47.920893,"New York - Presbyterian","NYP Connect","QCO1TJiurafAFaCCLrqnPwqXeSeWNk",149,149,4.35569,4.35569,"2023-12-15T13:52:02Z","4.30","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-01-13 10:05:47.920893,"Rush University Medical Center","My RUSH Mobile","Z55poVrJDRwLJRgivRCIzzELIT6qW2",7645,7645,4.72505,4.72505,"2023-12-13T15:55:58Z","3.15.1","124710912","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-01-13 10:05:47.920893,"University of Michigan Health","MyUofMHealth","dJxBPNCRHpOD474XfFDVWNyBXzcsiO",1580,1580,4.60316,4.60316,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-01-13 10:05:47.920893,"Mass General Brigham, Inc","Patient Gateway","ONaBte6Jrxaaf1GZYRGfNtY6wPJa4H",458,458,2.69651,2.69651,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-01-13 10:05:47.920893,"Vanderbilt University Medical Center","My Health at Vanderbilt","KJ7uGz3tvnaZuxt3ry3YZMCVMd1oxG",4261,4261,4.75194,4.75194,"2023-10-05T16:01:18Z","10.6.3","137094144","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-01-13 10:05:47.920893,"Epic","MyChart","u0rxNkbWPbPomXJtcDFXPfKKAfLiSh",285881,285881,4.59549,4.59549,"2023-12-18T17:30:54Z","10.7.2","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-01-13 10:05:47.920893,"Kaiser Permanente","Kaiser Permanente","mbk4ccb5CDel20E8SYGKcofr34fysP",284278,284278,4.75957,4.75957,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
"18",2024-01-13 10:05:47.920893,"Primary Care On Demand Wis.","Primary Care On Demand Wis.","9ZV1diBu4pVbiytdjjIbGwBvTuBy1x",43,43,4.83721,4.83721,"2023-12-22T11:12:25Z","4.154.18","192529408","2023-09-14T07:00:00Z",NA,6462700069
"1",2024-01-14 10:06:03.530078,"Mayo Clinic","Mayo Clinic","sKfUbL0vgZRaZxe9yVzFqgXJjmhvHq",2402,2402,3.33972,3.33972,"2023-12-14T18:58:43Z","11.0","144625664","2012-05-14T07:00:00Z",NA,523220194
"2",2024-01-14 10:06:03.530078,"Cleveland Clinic","MyClevelandClinic®","E7yMiFJ8sfiQzjvnstO2rPuIr4Jg4t",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-01-14 10:06:03.530078,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","E6dBJWJVtR8LntBzOFNPhjXtBG4uTU",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-01-14 10:06:03.530078,"Mount Sinai","MyMountSinai","HtOUsXK87LIdioBFS0NFcAOt9JaQK0",2358,2358,4.39186,4.39186,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-01-14 10:06:03.530078,"Penn Medicine","myPennMedicine","enHRKAtr141KpMyKs2kgXjPm6gCoa1",2149,2149,4.69567,4.69567,"2023-10-10T19:57:03Z","10.6.3","134878208","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-01-14 10:06:03.530078,"Cedars-Sinai","Cedars-Sinai","U0pglvV2T6Rr2a5IbUKjAVIGiWZQIB",46735,46735,4.81207,4.81207,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-01-14 10:06:03.530078,"Houston Methodist","MyMethodist","ibY1pqqnoNszszHTvhoYpRbxv4vpGP",1675,1675,4.45672,4.45672,"2023-09-26T14:17:16Z","2.1.2","269273088","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-01-14 10:06:03.530078,"NYU Langone Health","NYU Langone Health","HgQXNZwQPLqSBeGsYEbaT4wtVenBT3",15047,15047,4.63035,4.63035,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-01-14 10:06:03.530078,"Stanford Health Care","Stanford Health Care MyHealth","ud2g4BBXYsEg7g0LHGliYJpsKIycwB",1012,1012,3.81917,3.81917,"2024-01-08T13:18:55Z","9.5","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-01-14 10:06:03.530078,"Northwestern Medicine","MyNM by Northwestern Medicine","PDXxcGITV3pRpjU0JYDicEUYzqGmsH",1406,1406,2.82432,2.82432,"2023-10-06T14:38:18Z","1.26.0","125953024","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-01-14 10:06:03.530078,"New York - Presbyterian","NYP Connect","Sjq8dsaPjmJaopG8TP9qt1Xw6FKMka",149,149,4.35569,4.35569,"2023-12-15T13:52:02Z","4.30","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-01-14 10:06:03.530078,"Rush University Medical Center","My RUSH Mobile","e8t7fPGUgD7SFwFI3gj6y776kDRX0D",7681,7681,4.72581,4.72581,"2023-12-13T15:55:58Z","3.15.1","124710912","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-01-14 10:06:03.530078,"University of Michigan Health","MyUofMHealth","gOIMdbogX1paluWkBLyTaeZ8WgY0W8",1583,1583,4.60328,4.60328,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-01-14 10:06:03.530078,"Mass General Brigham, Inc","Patient Gateway","6EgyiFBDrDkUhqhmT6cIBCmchHJhvG",459,459,2.69935,2.69935,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-01-14 10:06:03.530078,"Vanderbilt University Medical Center","My Health at Vanderbilt","Ib35pPNPTUWLxweKkB22ZXpDtTLxOb",4272,4272,4.75164,4.75164,"2024-01-13T07:38:44Z","10.7.2","128503808","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-01-14 10:06:03.530078,"Epic","MyChart","Z7N0QQfHfSMhGh9XUiwnpe9F8uCRaF",286138,286138,4.59556,4.59556,"2023-12-18T17:30:54Z","10.7.2","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-01-14 10:06:03.530078,"Kaiser Permanente","Kaiser Permanente","48hYz4gYoZCshOAFY9KaM3mlMfh1c8",293189,293189,4.76138,4.76138,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
"18",2024-01-14 10:06:03.530078,"Primary Care On Demand Wis.","Primary Care On Demand Wis.","zcdSWEiMVErPtlOheUnDWFr4LsYpmY",43,43,4.83721,4.83721,"2023-12-22T11:12:25Z","4.154.18","192529408","2023-09-14T07:00:00Z",NA,6462700069
"1",2024-01-15 10:06:27.017933,"Mayo Clinic","Mayo Clinic","PIZhpJ1p9JYEdJ9qtWuGCfYwyHaWcB",2407,2407,3.33776,3.33776,"2023-12-14T18:58:43Z","11.0","144625664","2012-05-14T07:00:00Z",NA,523220194
"2",2024-01-15 10:06:27.017933,"Cleveland Clinic","MyClevelandClinic®","6POUNVIOq95A3CryzR3rnY9xg1K6SI",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-01-15 10:06:27.017933,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","5HtQITTtjJWWql4kWwL5fGXKeSl065",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-01-15 10:06:27.017933,"Mount Sinai","MyMountSinai","MY3tMVRBKXaxFDeVMwBd0ZdEUW88aD",2359,2359,4.39212,4.39212,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-01-15 10:06:27.017933,"Penn Medicine","myPennMedicine","CkVD3sqD3CEhx8GjO3USunpk6uI10Z",2154,2154,4.69638,4.69638,"2023-10-10T19:57:03Z","10.6.3","134878208","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-01-15 10:06:27.017933,"Cedars-Sinai","Cedars-Sinai","veAX30nab8HJjMazpJ7k4of95FVcTl",46755,46755,4.81203,4.81203,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-01-15 10:06:27.017933,"Houston Methodist","MyMethodist","b1X6ovHdRwjwIl9C4prK3kIRHCYUQ1",1677,1677,4.45736,4.45736,"2023-09-26T14:17:16Z","2.1.2","269273088","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-01-15 10:06:27.017933,"NYU Langone Health","NYU Langone Health","ptyc23QNIsy90fHz4yB4eItIotrzia",15076,15076,4.63041,4.63041,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-01-15 10:06:27.017933,"Stanford Health Care","Stanford Health Care MyHealth","4ot9Bgfl8V42hmS4kU1tqNOcs120I6",1014,1014,3.81953,3.81953,"2024-01-08T13:18:55Z","9.5","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-01-15 10:06:27.017933,"Northwestern Medicine","MyNM by Northwestern Medicine","DoTZC83nWY698GbNBE3JPgJ2oauYZs",1407,1407,2.82303,2.82303,"2023-10-06T14:38:18Z","1.26.0","125953024","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-01-15 10:06:27.017933,"New York - Presbyterian","NYP Connect","V0Td9dLzJ4totfoirDsneO6bzn3oWs",150,150,4.36,4.36,"2023-12-15T13:52:02Z","4.30","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-01-15 10:06:27.017933,"Rush University Medical Center","My RUSH Mobile","TXlDBCwx6s0YBfwal8SLTJJ7sd1f4T",7696,7696,4.72609,4.72609,"2023-12-13T15:55:58Z","3.15.1","124710912","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-01-15 10:06:27.017933,"University of Michigan Health","MyUofMHealth","FpLpM4pGOUXtNJQK3UykctHxOtPBsV",1585,1585,4.60315,4.60315,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-01-15 10:06:27.017933,"Mass General Brigham, Inc","Patient Gateway","waxxsu9quYenbxGdFZ2LaNy7K212Fj",460,460,2.69565,2.69565,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-01-15 10:06:27.017933,"Vanderbilt University Medical Center","My Health at Vanderbilt","XOyeALo7kGKLYnt0SK44AMZ911Reb5",4275,4275,4.75181,4.75181,"2024-01-13T07:38:44Z","10.7.2","128503808","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-01-15 10:06:27.017933,"Epic","MyChart","oXJGxYTfclLa06zrEzi7ZGlwUihI9P",286503,286503,4.59574,4.59574,"2023-12-18T17:30:54Z","10.7.2","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-01-15 10:06:27.017933,"Kaiser Permanente","Kaiser Permanente","loeFpMyyVWtXmzEvhpa4qE1lSq6nzJ",300193,300193,4.76304,4.76304,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
"18",2024-01-15 10:06:27.017933,"Primary Care On Demand Wis.","Primary Care On Demand Wis.","humYOzS2Jk2u1DS2HMFJzdf4BJMihr",43,43,4.83721,4.83721,"2023-12-22T11:12:25Z","4.154.18","192529408","2023-09-14T07:00:00Z",NA,6462700069
"1",2024-01-16 10:06:21.84746,"Mayo Clinic","Mayo Clinic","u3scSnlSQg76UahL5hav7nmsRlfVyL",2407,2407,3.33776,3.33776,"2023-12-14T18:58:43Z","11.0","144625664","2012-05-14T07:00:00Z",NA,523220194
"2",2024-01-16 10:06:21.84746,"Cleveland Clinic","MyClevelandClinic®","48l3xL8vArveLfg5yWLUpeF37S1wGZ",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-01-16 10:06:21.84746,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","85r4qcXUObT4iwBkwviHsoPi5XkwZK",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-01-16 10:06:21.84746,"Mount Sinai","MyMountSinai","oXozZqa02A5wlwv6xstFGLcajtlgJd",2359,2359,4.39212,4.39212,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-01-16 10:06:21.84746,"Penn Medicine","myPennMedicine","O42BCc8Mo1Pu7hxt59WWv5VxOroWVN",2157,2157,4.69541,4.69541,"2023-10-10T19:57:03Z","10.6.3","134878208","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-01-16 10:06:21.84746,"Cedars-Sinai","Cedars-Sinai","cFwSMqd8B4lrHVDZFYrLjJwmSWMrT8",46768,46768,4.81214,4.81214,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-01-16 10:06:21.84746,"Houston Methodist","MyMethodist","GdaT7Ny9xg1m1goJgmctJtDpV97RNi",1678,1678,4.45769,4.45769,"2023-09-26T14:17:16Z","2.1.2","269273088","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-01-16 10:06:21.84746,"NYU Langone Health","NYU Langone Health","z6pDLTcbiGnZe1fsGdYygmQWM5vwmw",15087,15087,4.63068,4.63068,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-01-16 10:06:21.84746,"Stanford Health Care","Stanford Health Care MyHealth","YR4pycbbanHyH8rKf2oRZbsfyQC4Wt",1014,1014,3.81953,3.81953,"2024-01-08T13:18:55Z","9.5","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-01-16 10:06:21.84746,"Northwestern Medicine","MyNM by Northwestern Medicine","ihge6PaIXPR1bA1tPV9FWuhYoBeQ0L",1407,1407,2.82303,2.82303,"2023-10-06T14:38:18Z","1.26.0","125953024","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-01-16 10:06:21.84746,"New York - Presbyterian","NYP Connect","vnUHHLf2QMcm6bO28fyUHMYzn8isjA",150,150,4.36,4.36,"2023-12-15T13:52:02Z","4.30","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-01-16 10:06:21.84746,"Rush University Medical Center","My Rush Mobile","YgkPsNga3Uok11KsKwBVPFTKiNjJPg",6947,6947,4.72837,4.72837,"2023-10-04T19:00:11Z","3.14.0","124096512","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-01-16 10:06:21.84746,"University of Michigan Health","MyUofMHealth","ejCm3ioB76e8LJjexRCR1kP49VaoRF",1573,1573,4.60013,4.60013,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-01-16 10:06:21.84746,"Mass General Brigham, Inc","Patient Gateway","tUd1ScKxVVScvN8X5s1r1uhN5pLTeJ",460,460,2.69565,2.69565,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
"15",2024-01-16 10:06:21.84746,"Vanderbilt University Medical Center","My Health at Vanderbilt","VxX3tjrdrckMLDM0chM0yOlEpNASVl",4261,4261,4.75194,4.75194,"2023-10-05T16:01:18Z","10.6.3","137094144","2016-05-24T17:08:56Z",NA,1114939674
"16",2024-01-16 10:06:21.84746,"Epic","MyChart","slhTxSAPLZtFtEW0kzxuZ6FZ2XKY2X",286642,286642,4.59581,4.59581,"2023-12-18T17:30:54Z","10.7.2","81920000","2010-09-14T08:14:14Z",NA,382952264
"17",2024-01-16 10:06:21.84746,"Kaiser Permanente","Kaiser Permanente","xr6Jm27KNcc9o0qPjewLEvtBAfUgLk",303440,303440,4.76386,4.76386,"2024-01-11T14:03:49Z","5.20.2","379137024","2012-05-07T22:36:38Z",NA,493390354
"18",2024-01-16 10:06:21.84746,"Primary Care On Demand Wis.","Primary Care On Demand Wis.","Zwt4CzlFJlDW6aZ73ZtZZkLcziyKx0",43,43,4.83721,4.83721,"2023-12-22T11:12:25Z","4.154.18","192529408","2023-09-14T07:00:00Z",NA,6462700069
"1",2024-01-17 10:06:43.484824,"Mayo Clinic","Mayo Clinic","mzwsbAzEm5FW0QO7SsxOTYVbVyAFZe",2408,2408,3.33846,3.33846,"2023-12-14T18:58:43Z","11.0","144625664","2012-05-14T07:00:00Z",NA,523220194
"2",2024-01-17 10:06:43.484824,"Cleveland Clinic","MyClevelandClinic®","wrQg54FZ0eYBndUIVnlibBAeV5kJcd",170,170,3.52353,3.52353,"2023-11-27T13:17:02Z","2.1.1722","171809792","2019-11-13T08:00:00Z",NA,1464300206
"3",2024-01-17 10:06:43.484824,"Johns Hopkins Medicine","Johns Hopkins Find Your Way","pdfzgMxGGPrDDrzSIM5jfImzjcFVRe",7,7,4.85714,4.85714,"2023-10-12T05:10:36Z","2.1.0","79201280","2020-09-28T07:00:00Z",NA,1495861981
"4",2024-01-17 10:06:43.484824,"Mount Sinai","MyMountSinai","pXG3msb07MkGTc5W3YkzSw40i6Wa0m",2363,2363,4.39145,4.39145,"2024-01-08T18:50:07Z","10.6.4","139416576","2021-08-15T07:00:00Z",NA,1570642373
"5",2024-01-17 10:06:43.484824,"Penn Medicine","myPennMedicine","UioFuA7rQxLTBs0wEIDIJRcb3KKHFQ",2158,2158,4.69555,4.69555,"2023-10-10T19:57:03Z","10.6.3","134878208","2019-01-29T05:39:33Z",NA,1440687165
"6",2024-01-17 10:06:43.484824,"Cedars-Sinai","Cedars-Sinai","P9JnajY8rJen0Xga2HiZXiF1LteOeH",46768,46768,4.81212,4.81212,"2023-12-06T22:23:44Z","6.0.1","412906496","2015-10-11T11:47:43Z",NA,1034088603
"7",2024-01-17 10:06:43.484824,"Houston Methodist","MyMethodist","9i5LBg7zm1HLqmv4DJHITyZdq7nj2l",1678,1678,4.45769,4.45769,"2023-09-26T14:17:16Z","2.1.2","269273088","2019-02-05T04:18:40Z",NA,1025186416
"8",2024-01-17 10:06:43.484824,"NYU Langone Health","NYU Langone Health","qSGYhsszTvG8I5jO2k70hMupvoGKS4",15089,15089,4.63072,4.63072,"2023-11-27T16:07:21Z","2.11.2","119294976","2017-04-26T01:19:34Z",NA,1196929294
"9",2024-01-17 10:06:43.484824,"Stanford Health Care","Stanford Health Care MyHealth","plBU56PINKmRUU6Fjy32MPvzhZ0ZH4",1014,1014,3.81953,3.81953,"2024-01-16T17:03:36Z","9.5.1","71610368","2015-01-28T10:53:19Z",NA,922978966
"10",2024-01-17 10:06:43.484824,"Northwestern Medicine","MyNM by Northwestern Medicine","RXsKPqUDKscirKVgNO6VxcbLsYMUS8",1407,1407,2.82303,2.82303,"2023-10-06T14:38:18Z","1.26.0","125953024","2018-12-22T07:49:44Z",NA,1442290209
"11",2024-01-17 10:06:43.484824,"New York - Presbyterian","NYP Connect","b3vMJYRWfY6aJFd4qBMiI3zKItfxpd",150,150,4.36,4.36,"2023-12-15T13:52:02Z","4.30","143859712","2016-01-02T23:17:20Z",NA,1067978515
"12",2024-01-17 10:06:43.484824,"Rush University Medical Center","My RUSH Mobile","9jvFK6EMRfPts0fjf4vnlpONXkA5CQ",7709,7709,4.72654,4.72654,"2024-01-16T17:59:05Z","3.15.3","126988288","2018-08-03T18:39:49Z",NA,1321588963
"13",2024-01-17 10:06:43.484824,"University of Michigan Health","MyUofMHealth","L5auJKA76F0pxtavlLhBZ2V3725eDC",1589,1589,4.60351,4.60351,"2023-08-18T19:16:23Z","10.5.2","147333120","2019-06-18T16:34:26Z",NA,1452632342
"14",2024-01-17 10:06:43.484824,"Mass General Brigham, Inc","Patient Gateway","Kcl7GupyCQjcxIYljX1YO7oGEUKfsu",460,460,2.69565,2.69565,"2023-11-15T22:15:55Z","10.6.4","94074880","2016-12-02T04:11:58Z",NA,1175078347
